Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume
2026-06-02 20:39:00,67282.99,67309.99,67250.0,67292.01,12.84915,2026-06-02 20:39:59.999,864530.1016215,4272,7.6378,513882.9677573
2026-06-02 20:40:00,67292.0,67292.0,67219.98,67227.99,7.90629,2026-06-02 20:40:59.999,531620.3807407,3143,4.05962,272914.2265271
2026-06-02 20:41:00,67228.0,67234.0,67202.5,67228.01,7.46033,2026-06-02 20:41:59.999,501490.7749743,3362,3.87058,260177.1515929
2026-06-02 20:42:00,67228.0,67261.75,67227.09,67246.17,6.47659,2026-06-02 20:42:59.999,435477.8152567,2689,5.13541,345287.3716934
2026-06-02 20:43:00,67246.17,67255.49,67246.0,67255.49,11.73885,2026-06-02 20:43:59.999,789421.1818819,2086,7.58764,510247.5328686
2026-06-02 20:44:00,67255.49,67302.0,67255.49,67302.0,8.01882,2026-06-02 20:44:59.999,539507.4490674,2262,7.24363,487355.8931364
2026-06-02 20:45:00,67301.99,67365.49,67301.99,67365.49,13.65768,2026-06-02 20:45:59.999,919512.2809713,5455,6.80533,458203.2011187
2026-06-02 20:46:00,67365.49,67370.0,67314.24,67332.42,14.15551,2026-06-02 20:46:59.999,953293.9764373,4572,8.30958,559592.2869659
2026-06-02 20:47:00,67332.42,67360.0,67332.42,67353.0,10.29872,2026-06-02 20:47:59.999,693599.6052101,2760,3.70658,249606.6929509
2026-06-02 20:48:00,67353.01,67436.37,67353.0,67432.63,18.79846,2026-06-02 20:48:59.999,1266978.3721199,3911,10.84684,731007.5131244
2026-06-02 20:49:00,67433.4,67490.0,67432.63,67490.0,19.76493,2026-06-02 20:49:59.999,1333283.1871912,5028,10.54196,711119.8231231
2026-06-02 20:50:00,67490.0,67492.0,67463.24,67491.99,12.18586,2026-06-02 20:50:59.999,822299.6669561,2642,6.97799,470859.6379825
2026-06-02 20:51:00,67492.0,67605.35,67491.99,67581.03,33.75844,2026-06-02 20:51:59.999,2280360.1274175,6718,24.01751,1622111.9229689
2026-06-02 20:52:00,67581.02,67689.65,67581.02,67630.0,46.11516,2026-06-02 20:52:59.999,3119808.4874799,6916,32.77532,2217167.2879834
2026-06-02 20:53:00,67630.0,67630.01,67548.0,67550.71,20.29623,2026-06-02 20:53:59.999,1371477.7204436,4400,10.99289,742750.9807355
2026-06-02 20:54:00,67550.71,67620.01,67550.71,67613.34,8.98615,2026-06-02 20:54:59.999,607360.5399633,2951,5.70159,385389.6765698
2026-06-02 20:55:00,67613.34,67631.63,67610.0,67618.0,7.27164,2026-06-02 20:55:59.999,491689.462525,2122,4.88825,330527.6249376
2026-06-02 20:56:00,67618.0,67652.0,67617.99,67632.53,7.53955,2026-06-02 20:56:59.999,509889.043289,2475,5.46531,369594.4039396
2026-06-02 20:57:00,67632.53,67636.0,67604.69,67619.13,10.69781,2026-06-02 20:57:59.999,723399.754575,2910,6.48712,438677.9876842
